SourceName,RptSrc,SrcEPAID,DestinationName,DestType,DestEPAID,QuarterYear,LubeOil,IndOil,Total
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Transfer Station,CAD044003556,October - December 2007,36925,,36925
Millennium Waste Oil,Hauler,CAL000293834,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,October - December 2007,129850,,129850
Millennium Waste Oil,Hauler,CAL000293834,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,October - December 2007,129850,,129850
North Valley Oil Company,Hauler,CAL000027759,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,October - December 2007,41216,,41216
Oil Conservation Service,Hauler,CAD980673842,San Joaquin Filter Recycling,Hauler,CAL000102751,October - December 2007,21165,,21165
Oil Conservation Service,Hauler,CAD980673842,San Joaquin Filter Recycling,Transfer Station,CAL000102751,October - December 2007,21165,,21165
Patriot Environmental Services,Hauler,CAD053866794,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2007,1664,,1664
Philip Services Corp.(Philip West Ind Svcs),Hauler,CAD980584510,Evergreen Environmental Services,Recycler,CAD982446858,October - December 2007,68750,,68750
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Hauler,CAD008364432,October - December 2007,624,,624
Philip West Industrial Services,Hauler,CAR000177527,Chemical Waste Management Inc.,Hauler,CAT000646117,October - December 2007,3882,,3882
Philip West Industrial Services,Hauler,CAR000177527,21st Century EMI,Hauler,NVD980895338,October - December 2007,660,,660
Philip West Industrial Services,Hauler,CAR000177527,Evergreen Oil,Recycler,CAD980887418,October - December 2007,1882,,1882
Philip West Industrial Services,Hauler,CAR000177527,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,October - December 2007,386,,386
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Recycler,CAD008364432,October - December 2007,624,,624
Philip West Industrial Services,Hauler,CAR000177527,Burlington Environmental,Recycler,WAD991281767,October - December 2007,110,,110
Philip West Industrial Services,Hauler,CAR000177527,Veolia ES Technical Solutions,Recycler,AZ0000337360,October - December 2007,3750,,3750
Philip West Industrial Services,Hauler,CAR000177527,EMS_ Inc.,Recycler,AZR000031823,October - December 2007,35078,,35078
PSC Environmental Services of Pomona LP,Hauler,CAR000053405,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2007,1410,,1410
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Hauler,CAD044003556,October - December 2007,215289,,215289
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Transfer Station,CAD044003556,October - December 2007,215289,,215289
RCA Oil Recovery,Hauler,CAD981385149,Evergreen Oil,Recycler,CAD980887418,October - December 2007,41727,,41727
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Hauler,AZR000003681,October - December 2007,49000,,49000
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Recycler,AZR000003681,October - December 2007,49000,,49000
Recycle-It Environmental Services,Hauler,CAL000280060,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2007,113195,,113195
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Hauler,CAD044003556,October - December 2007,65205,,65205
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Transfer Station,CAD044003556,October - December 2007,65205,,65205
San Fernando Oil,Hauler,CAL000301304,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,October - December 2007,73730,,73730
San Fernando Oil,Hauler,CAL000301304,Crosby and Overton-Plant #1,Recycler,CAD028409019,October - December 2007,80,,80
San Fernando Oil,Hauler,CAL000301304,Evergreen Environmental Services (Carson),Recycler,CAD981696420,October - December 2007,1180,,1180
San Fernando Oil,Hauler,CAL000301304,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,October - December 2007,73730,,73730
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Hauler,CAL000102751,October - December 2007,216185,,216185
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Transfer Station,CAL000102751,October - December 2007,216185,,216185
Starlite Reclamation,Hauler,CAR000148296,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2007,42668,,42668
Swift Oil   Vacuum_ Inc.,Hauler,CAD982488470,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2007,93035,,93035
Tadeo_ Ricardo D. Waste Oil Service,Hauler,CAD981634363,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2007,191780,,191780
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Hauler,AZR000003681,October - December 2007,6000,,6000
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Reno,Hauler,NVD982510711,October - December 2007,6897,,6897
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Recycler,AZR000003681,October - December 2007,6000,,6000
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids International,Recycler,ORQ000024434,October - December 2007,6230,,6230
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Reno,Recycler,NVD982510711,October - December 2007,6897,,6897
TTS Environmental_ Inc.,Hauler,CAD981694722,Bango Oil LLC,Re-refiner,NVR000080655,October - December 2007,74840,,74840
TTS Environmental_ Inc.,Hauler,CAD981694722,Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,October - December 2007,55730,,55730
TTS Environmental_ Inc.,Hauler,CAD981694722,Bango Oil LLC,Recycler,NVR000080655,October - December 2007,74840,,74840
Universal Waste Oil Company,Hauler,CAL000183236,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,October - December 2007,67255,,67255
Waste Oil Recovery Systems_ Inc.,Hauler,CAD000626515,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,October - December 2007,44037,,44037
Western Environmental Services,Hauler,CAR000159681,Demenno/Kerdoon,Recycler,CAT080013352,October - December 2007,2370,,2370
A S Environmental Services,Hauler,CAR000176537,Ramos Environmental Services,Hauler,CAD044003556,January - March 2008,64182,,64182
A S Environmental Services,Hauler,CAR000176537,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2008,64182,,64182
Advanced Environmental_ Inc.,Recycler,CAT080025711,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,,,2879060
Advanced Industrial Recycling,Hauler,CAR000056580,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,11839,,11839
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,46090,,46090
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,590,,590
All Petroleum Recovery Service LLC,Hauler,CAD981377633,Bayside Oil II_ Inc.,Hauler,CAD088838222,January - March 2008,21585,,21585
All Petroleum Recovery Service LLC,Hauler,CAD981377633,Evergreen Oil,Recycler,CAD980887418,January - March 2008,104989,,104989
All Petroleum Recovery Service LLC,Hauler,CAD981377633,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,January - March 2008,21585,,21585
All Valley Disposal Inc.,Hauler,CAR000181586,Evergreen Environmental Services,Recycler,CAD982446882,January - March 2008,36629,,36629
All Valley Environmental,Hauler,CAL000263169,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,34344,,34344
Alpha Oil Company,Hauler,CAL000331370,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,15279,,15279
Alpha Oil Company,Hauler,CAL000331370,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,120471,,120471
Amberwick Corporation,Hauler,CAR000172189,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,6527,,6527
Amberwick Corporation,Hauler,CAR000172189,US Ecology,Recycler,NVT330010000,January - March 2008,235,,235
Amberwick Corporation,Hauler,CAR000172189,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2008,5715,,5715
American Oil Company,Hauler,CAD981427669,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,312620,,312620
American Valley Waste Oil,Hauler,CAL000827878,Riverbank Oil Transfer,Recycler,CAL000190816,January - March 2008,309715,,309715
American Valley Waste Oil,Hauler,CAL000827878,Riverbank Oil Transfer,Transfer Station,CAL000190816,January - March 2008,309715,,309715
Arens Environmental Services,Hauler,CAR000162701,Clearwater Services (Clearwater Environmental,Recycler,NVD982358483,January - March 2008,59018,,59018
Asbury Environmental Services-Compton,Hauler,CAD028277036,Bayside Oil II_ Inc.,Hauler,CAD088838222,January - March 2008,127815,,127815
Asbury Environmental Services-Compton,Hauler,CAD028277036,Ramos Environmental Services,Hauler,CAD044003556,January - March 2008,404900,,404900
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Hauler,CAT080012602,January - March 2008,1806187,,1806187
Asbury Environmental Services-Compton,Hauler,CAD028277036,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,4677341,,4677341
Asbury Environmental Services-Compton,Hauler,CAD028277036,Advanced Environmental_ Inc.,Recycler,CAT080025711,January - March 2008,2006918,,2006918
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Recycler,CAT080012602,January - March 2008,1806187,,1806187
Asbury Environmental Services-Compton,Hauler,CAD028277036,Evergreen Environmental Services,Recycler,CAD982446882,January - March 2008,468125,,468125
Asbury Environmental Services-Compton,Hauler,CAD028277036,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,January - March 2008,127815,,127815
Asbury Environmental Services-Compton,Hauler,CAD028277036,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2008,404900,,404900
Asbury Environmental Services-Compton,Hauler,CAD028277036,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,January - March 2008,2006918,,2006918
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Transfer Station,CAT080012602,January - March 2008,1806187,,1806187
Asbury Environmental Services-Compton,Hauler,CAD028277036,Asbury Environmental Services,Transfer Station,CAL000827844,January - March 2008,175685,,175685
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Hauler,CAD088838222,January - March 2008,45017,,45017
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,January - March 2008,45017,,45017
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Hauler,CAD088838222,January - March 2008,98253,,98253
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,January - March 2008,98253,,98253
Black Star Oil Company,Hauler,CAL912823785,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,1065,,1065
Black Star Oil Company,Hauler,CAL912823785,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2008,222968,,222968
California Clean-Up Environmental Services,Hauler,CAR000018168,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,760,,760
California Oil Transport,Hauler,CAR000181693,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,1255123,,1255123
Chico Drain Oil,Hauler,CAD980694103,Chico Drain Oil,Hauler,CAD980694103,January - March 2008,661364,,661364
Chico Drain Oil,Hauler,CAD980694103,Chico Drain Oil,Transfer Station,CAD980694103,January - March 2008,661364,,661364
Clean Harbors Environmental Services,Hauler,MAD039322250,Laidlaw Environmental Services,Hauler,CAD000083121,January - March 2008,200,,200
Clean Harbors Environmental Services,Hauler,MAD039322250,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,78009,,78009
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors - Aragonite LLC,Recycler,UTD981552177,January - March 2008,5508,,5508
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors Environmental,Recycler,NED981723613,January - March 2008,77,,77
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors El Dorado LLC,Recycler,ARD069748192,January - March 2008,200,,200
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ San Jose_ LLC,Recycler,CAD059494310,January - March 2008,28180,,28180
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ Los Angeles_ LLC,Recycler,CAD050806850,January - March 2008,81164,,81164
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ Wilmington,Recycler,CAD044429835,January - March 2008,23110,,23110
Clean Harbors Environmental Services,Hauler,MAD039322250,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2008,30569,,30569
Clean Tech Environmental,Hauler,CAD008493322,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,January - March 2008,731844,,731844
Consultant Environmental Operations; C.E.O.,Hauler,CAL000209884,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,19655,,19655
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Bango Oil LLC,Re-refiner,NVR000080655,January - March 2008,123500,,123500
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,71600,,71600
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,26900,,26900
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Bango Oil LLC,Recycler,NVR000080655,January - March 2008,123500,,123500
D   R Oil Company,Hauler,CAL000253903,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,45170,,45170
Ecology Control Industries_ Inc.,Hauler,CAD982030173,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,3198,,3198
EFR Environmental Services Inc.,Hauler,CAR000011205,Dome Rock Industries,Recycler,AZC980813022,January - March 2008,12930,,12930
Environmental Logistics,Hauler,CAR000172460,Filter Recycling Services_ Inc.,Hauler,CAD982444481,January - March 2008,52291,,52291
Environmental Logistics,Hauler,CAR000172460,Filter Recycling Services_ Inc.,Transfer Station,CAD982444481,January - March 2008,52291,,52291
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Oil,Recycler,CAD980887418,January - March 2008,2783874,,2783874
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2008,2328071,,2328071
Express Environmental Corp._dba Express Oil,Hauler,CAL000264806,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,199598,,199598
Fremouw Environmental Services,Hauler,CAR000171017,Evergreen Environmental Services,Recycler,CAD982446874,January - March 2008,213538,,213538
Golden State Environmental Services,Hauler,CAL000276581,Evergreen Oil,Recycler,CAD980887418,January - March 2008,46438,,46438
Golden West Oil Company,Hauler,CAD980893325,Advanced Environmental_ Inc.,Recycler,CAT080025711,January - March 2008,174215,,174215
Golden West Oil Company,Hauler,CAD980893325,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,January - March 2008,174215,,174215
Haz Mat Trans_ Inc.,Hauler,CAT080012800,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,2371,,2371
Hazardous Technologies,Hauler,CAR000168229,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,470,,470
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,260880,,260880
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Advanced Environmental_ Inc.,Recycler,CAT080025711,January - March 2008,296719,,296719
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,January - March 2008,296719,,296719
Jack Stone Drainage Oil Service,Hauler,CAD080075096,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,190655,,190655
JSE Environmental Services,Hauler,CAL000827857,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,12876,,12876
Kern Oil Filter Recycling,Hauler,CAL000327867,San Joaquin Filter Recycling,Hauler,CAL000102751,January - March 2008,76764,,76764
Kern Oil Filter Recycling,Hauler,CAL000327867,San Joaquin Filter Recycling,Transfer Station,CAL000102751,January - March 2008,76764,,76764
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,420,,420
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2008,185210,,185210
Leach Oil Company_ Inc.,Hauler,CAD050099696,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,207402,,207402
Los Angeles Pumping,Hauler,CAR000201459,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,104130,,104130
Lowry_ George W._ Inc.,Hauler,CAR000047019,Riverbank Oil Transfer,Recycler,CAL000190816,January - March 2008,74670,,74670
Lowry_ George W._ Inc.,Hauler,CAR000047019,Riverbank Oil Transfer,Transfer Station,CAL000190816,January - March 2008,74670,,74670
Maximum Oil Service,Hauler,CAL000188867,Bayside Oil II_ Inc.,Hauler,CAD088838222,January - March 2008,32105,,32105
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Hauler,CAD044003556,January - March 2008,79450,,79450
Maximum Oil Service,Hauler,CAL000188867,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,January - March 2008,32105,,32105
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2008,79450,,79450
Millennium Waste Oil,Hauler,CAL000248373,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2008,141850,,141850
Millennium Waste Oil,Hauler,CAL000248373,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2008,141850,,141850
North Valley Oil Company,Hauler,CAL000027759,Bayside Oil II_ Inc.,Hauler,CAD088838222,January - March 2008,8544,,8544
North Valley Oil Company,Hauler,CAL000027759,Evergreen Oil,Recycler,CAD980887418,January - March 2008,30862,,30862
North Valley Oil Company,Hauler,CAL000027759,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,January - March 2008,8544,,8544
Oil Conservation Service,Hauler,CAD980673842,San Joaquin Filter Recycling,Hauler,CAL000102751,January - March 2008,14240,,14240
Oil Conservation Service,Hauler,CAD980673842,San Joaquin Filter Recycling,Transfer Station,CAL000102751,January - March 2008,14240,,14240
Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,Energy Material   Recovery_ Inc.,Recycler,ORD987192978,January - March 2008,,,120780
Patriot Environmental Services,Hauler,CAD053866794,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,6627,,6627
Philip Services Corp.(Philip West Ind Svcs),Hauler,CAD980584510,Evergreen Environmental Services,Recycler,CAD982446858,January - March 2008,72750,,72750
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Hauler,CAD008364432,January - March 2008,688,,688
Philip West Industrial Services,Hauler,CAR000177527,Chemical Waste Management Inc.,Hauler,CAT000646117,January - March 2008,2307,,2307
Philip West Industrial Services,Hauler,CAR000177527,Evergreen Oil,Recycler,CAD980887418,January - March 2008,4930,,4930
Philip West Industrial Services,Hauler,CAR000177527,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,January - March 2008,531,,531
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Recycler,CAD008364432,January - March 2008,688,,688
Philip West Industrial Services,Hauler,CAR000177527,Burlington Environmental,Recycler,WAD991281767,January - March 2008,1555,,1555
Philip West Industrial Services,Hauler,CAR000177527,EMS_ Inc.,Recycler,AZR000031823,January - March 2008,522,,522
PSC Environmental Services of Pomona LP,Hauler,CAR000053405,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,2080,,2080
Rae-Vac Pumping,Hauler,CAR000053272,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2008,40955,,40955
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Hauler,CAD044003556,January - March 2008,226315,,226315
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2008,226315,,226315
RCA Oil Recovery,Hauler,CAD981385149,Evergreen Oil,Recycler,CAD980887418,January - March 2008,44023,,44023
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Hauler,AZR000003681,January - March 2008,35000,,35000
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Hauler,AZR000003681,January - March 2008,286800,,286800
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Recycler,AZR000003681,January - March 2008,35000,,35000
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Recycler,AZR000003681,January - March 2008,286800,,286800
Real Deal Waste Oil Service,Hauler,CAL000280873,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,90501,,90501
Recycle-It Environmental Services,Hauler,CAL000280060,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,120590,,120590
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Hauler,CAD044003556,January - March 2008,74485,,74485
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2008,74485,,74485
San Fernando Oil,Hauler,CAL000301304,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2008,85560,,85560
San Fernando Oil,Hauler,CAL000301304,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2008,1270,,1270
San Fernando Oil,Hauler,CAL000301304,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2008,85560,,85560
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Hauler,CAL000102751,January - March 2008,242381,,242381
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Transfer Station,CAL000102751,January - March 2008,242381,,242381
Starlite Reclamation,Hauler,CAR000148296,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2008,39729,,39729
Starlite Reclamation,Hauler,CAR000148296,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2008,39729,,39729
Swift Oil   Vacuum_ Inc.,Hauler,CAD982488470,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,105305,,105305
Tadeo_ Ricardo D. Waste Oil Service,Hauler,CAD981634363,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,197610,,197610
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Hauler,AZR000003681,January - March 2008,7675,,7675
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Las Vegas,Hauler,NVR000001032,January - March 2008,79597,,79597
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Reno,Hauler,NVD982510711,January - March 2008,88605,,88605
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Recycler,AZR000003681,January - March 2008,7675,,7675
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Las Vegas,Recycler,NVR000001032,January - March 2008,79597,,79597
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids International,Recycler,ORQ000024434,January - March 2008,11705,,11705
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids International,Recycler,ORQ000024434,January - March 2008,15982,,15982
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Reno,Recycler,NVD982510711,January - March 2008,88605,,88605
TTS Environmental_ Inc.,Hauler,CAD981694722,Bango Oil LLC,Re-refiner,NVR000080655,January - March 2008,5640,,5640
TTS Environmental_ Inc.,Hauler,CAD981694722,Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,January - March 2008,17685,,17685
TTS Environmental_ Inc.,Hauler,CAD981694722,Clearwater Services (Clearwater Environmental,Recycler,NVD982358483,January - March 2008,68755,,68755
TTS Environmental_ Inc.,Hauler,CAD981694722,Bango Oil LLC,Recycler,NVR000080655,January - March 2008,5640,,5640
Universal Waste Oil Company,Hauler,CAL000183236,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2008,70270,,70270
Waste Oil Recovery Systems_ Inc.,Hauler,CAD000626515,Evergreen Oil,Recycler,CAD980887418,January - March 2008,60178,,60178
Western Environmental Services,Hauler,CAR000159681,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2008,3115,,3115
Action Waste Oil Service_ LLC,Hauler,CAL000280876,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,148260,,148260
Advanced Environmental_ Inc.,Recycler,CAT080025711,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,2795158,,2795158
Advanced Environmental_ Inc.,Recycler,CAT080025711,Clean Harbors - Aragonite LLC,Recycler,UTD981552177,April - June 2008,37957,,37957
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,40670,,40670
All Petroleum Recovery Service LLC,Hauler,CAD981377633,Bayside Oil II_ Inc.,Hauler,CAD088838222,April - June 2008,22215,,22215
All Petroleum Recovery Service LLC,Hauler,CAD981377633,Evergreen Oil,Recycler,CAD980887418,April - June 2008,112936,,112936
All Petroleum Recovery Service LLC,Hauler,CAD981377633,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,April - June 2008,22215,,22215
All Valley Disposal Inc.,Hauler,CAR000181586,Evergreen Environmental Services,Recycler,CAD982446882,April - June 2008,50107,,50107
All Valley Environmental,Hauler,CAL000263169,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,25410,,25410
All Valley Environmental,Hauler,CAL000263169,Southwest Petroleum Waste Management,Recycler,AZR000504332,April - June 2008,7959,,7959
Alpha Oil Company,Hauler,CAL000331370,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,15685,,15685
Alpha Oil Company,Hauler,CAL000331370,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,110839,,110839
Amberwick Corporation,Hauler,CAR000172189,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,3015,,3015
Amberwick Corporation,Hauler,CAR000172189,US Ecology,Recycler,NVT330010000,April - June 2008,55,,55
Amberwick Corporation,Hauler,CAR000172189,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,3165,,3165
American Oil Company,Hauler,CAD981427669,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,330786,,330786
American Valley Waste Oil,Hauler,CAL000827878,Riverbank Oil Transfer,Recycler,CAL000190816,April - June 2008,291970,,291970
American Valley Waste Oil,Hauler,CAL000827878,Riverbank Oil Transfer,Transfer Station,CAL000190816,April - June 2008,291970,,291970
Arens Environmental Services,Hauler,CAR000162701,Clearwater Services (Clearwater Environmental,Recycler,NVD982358483,April - June 2008,63401,,63401
Asbury Environmental Services-Compton,Hauler,CAD028277036,Bayside Oil II_ Inc.,Hauler,CAD088838222,April - June 2008,127740,,127740
Asbury Environmental Services-Compton,Hauler,CAD028277036,Ramos Environmental Services,Hauler,CAD044003556,April - June 2008,618295,,618295
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Hauler,CAT080012602,April - June 2008,1714361,,1714361
Asbury Environmental Services-Compton,Hauler,CAD028277036,San Joaquin Filter Recycling,Hauler,CAL000102751,April - June 2008,1200,,1200
Asbury Environmental Services-Compton,Hauler,CAD028277036,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,4692118,,4692118
