ReportingYear,ManEPARegion,ManState,ManID,ManNAICSCode,FormIndicator,Onsite_Offsite,FormCode,FormCodeDescription,MethodCode,ManTons,GenState,GenID,EPAHazWasteCodes,WasteCodeGroup,WasteCodeGroupDescription,WasteDescription
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,30.0769276,CA,CA0170090013,D001,D001,Ignitable waste,JP-8 FUEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.266,CA,CA0170090013,D001,D001,Ignitable waste,NAPHTHA AND PETROLEUM DISTILLATES
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,46.9373559,CA,CA0170090013,D001,D001,Ignitable waste,RQ WASTE FUEL AVIATION_ TURBINE ENGINE_ 3_ UN 1863_ PG III
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,0.245,CA,CA0170090211,D001,D001,Ignitable waste,PETROLEUM OIL AND SOLVENT
2009,09,CA,CA7170090016,92811,WR,OFFSITE,W206,Waste oil,H135,11.25,CA,CA1170090020,D007,D007,Chromium waste,USED OIL; POL AND OIL CONTAMINATED WITH WATER AND IMPURITIES
2009,09,CA,CA7170090016,92811,WR,OFFSITE,W101,Very dilute aqueous waste containing more than 99% water ,H135,197.972,CA,CA1170090020,,,,USED OIL; OIL FUEL AND OIL CONTAMINATED WITH WATER AND IMPURITIES
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,0.1245,CA,CA1170090020,D018D019D022F002,F002,Spent halogenated solvents_ as specified,POL_ LUBRICATING PRODUCTS WITH HALOGENS
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.01,CA,CA1570024504,D001D035,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WATER CONTAMINATED WITH ISOPROPANOL AND MEK
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,2.9605,CA,CA1570024504,D001,D001,Ignitable waste,WASTE QUADRICYCLANE AND UN 1992 AVIATION FUEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,4.71,CA,CA1570024504,D001,D001,Ignitable waste,AVIATION FUEL - JP-8
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,3.7671781,CA,CA1570024504,D001,D001,Ignitable waste,AVIATION FUEL - JP-8
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.292,CA,CA1570024504,D001,D001,Ignitable waste,PETROLEUM DISTILLATES
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,0.1605,CA,CA1570024504,D018D039,TCOR Only,Mixture of D018-D043 waste code wastes (i.e._ toxicity characteristic organic (TCOR) wastes),WASTE OIL_ RECYCLE_ MAY CONTAIN )5% HALOGENS & BENZENE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3556921,CA,CA1800090010,D008,D008,Lead waste,OIL AND WATER MIXTURE WITH LEAD
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.195,CA,CA2170023152,D001,D001,Ignitable waste,JET FUEL AND USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,11.25,CA,CA2170023152,D001,D001,Ignitable waste,JET FUEL AND USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,12.4246024,CA,CA2170023152,D001,D001,Ignitable waste,JET FUEL AND USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W205,Oil-water emulsion or mixture (fluid but not sludge),H039,15.264144,CA,CA2170023152,D001,D001,Ignitable waste,JET FUEL_ USED OIL_ WATER
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,2.611,CA,CA2170023533,D001,D001,Ignitable waste,RQ WASTE_ FLAMMABLE LIQUIDS_ N.O.S. ( DIESEL )_ 3_ UN 1993_ III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,1.3145,CA,CA2170023533,D001,D001,Ignitable waste,RQ WASTE_ DIESEL FUEL_ 3_ NA 1993_ PG III
2009,09,CA,CA7170090016,92811,WR,OFFSITE,W206,Waste oil,H135,9.275,CA,CA4170023788,,,,USED OIL; OIL FUEL AND OIL CONTAMINATED WITH WATER AND IMPURTIES
2009,09,CA,CA7170090016,92811,WR,OFFSITE,W206,Waste oil,H135,63,CA,CA4170090456,,,,USED OIL; OIL FUEL AND OIL CONTAMINATED WITH WATER AND IMPURTIES
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.653,CA,CA4570024527,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL FUEL ( BENZENE )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.32,CA,CA4690390386,D001,D001,Ignitable waste,PETROLEUM DISTILLATES ( PAINT THINNER_ STODDARD SOLVENT_ ACETONE_ ALCOHOL )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1998068,CA,CA5151590143,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1900315,CA,CA5151590143,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,22.4725641,CA,CA5213790038,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,39.5369093,CA,CA5213790038,D001,D001,Ignitable waste,RQ_ WASTE FUEL_ AVIATION_ TURBINE ENGINE_ 3_ UN 1863_ PG II
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,43.2546157,CA,CA5213790038,D001,D001,Ignitable waste,RQ WASTE FUEL_ AVIATION_ TURBINE ENGINE_ 3_ UN 1863_ PG III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.4845,CA,CA5213790038,D005,D005,Barium waste,HAZARDOUS WASTE LIQ AND N.O.S. ( OIL CONTAMINATED WITH BARIUM )
2009,09,NV,NVT330010000,562211,WR,OFFSITE,W206,Waste oil,H132,0.0175,CA,CA5213790038,D002,D002,Corrosive waste,AMINES RESIN HARDENERS COMMODITY PACK
2009,09,CA,CAD028409019,562211,GM,OFFSITE,W206,Waste oil,H061,0.14,CA,CA5570024575,,,,WASTE OILY WATER
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,1.6165,CA,CA5570090048,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),RQ_ WASTE FUEL_ AVIATION_ TURBINE ENGINE_ 3_ UN 1863 PG III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.9725,CA,CA5570090048,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),RQ WASTE_ FUEL_ AVIATION_ TURBINE ENGINE_ 3_ UN 1863_ PG III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.187,CA,CA5690390450,D001,D001,Ignitable waste,AVIATION FUEL TURBINE ENGINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,4.763,CA,CA6170023323,D001,D001,Ignitable waste,WASTE DIESEL FUEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,4.8115,CA,CA6170023323,D001,D001,Ignitable waste,WASTE DIESEL FUEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,2.0965,CA,CA6170023323,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,3.988,CA,CA6170023323,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE GASOLINE
2009,09,CA,CA7170090016,92811,WR,OFFSITE,W206,Waste oil,H135,95.6795,CA,CA6170024289,,,,USED OIL; OIL FUEL AND OIL CONTAMINATED WITH WATER AND IMPURTIES
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,3.2376101,CA,CA6170024289,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL FUEL
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,4.057,CA,CA6170024289,D018D019D022F002,F002,Spent halogenated solvents_ as specified,POL_ LUBRICATING PRODUCTS WITH HALOGENS
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.9725,CA,CA6570090047,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),RQ WASTE_ FUEL_ AVIATION_ TURBINE ENGINE_ 3_ UN 1863_ PG III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.433,CA,CA6572890519,D001,D001,Ignitable waste,DIESEL FUEL_ 3_ NA 1993_ II
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.04,CA,CA6690390046,D001,D001,Ignitable waste,DIESEL AND GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.2,CA,CA6690390442,D001,D001,Ignitable waste,DIESEL AND GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3475,CA,CA7170090016,D001,D001,Ignitable waste,WASTE DIESEL FUEL AND UN 1993
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,0.105,CA,CA7170090016,,,,POL_ LUBRICATING PRODUCTS
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,0.5675,CA,CA7170090016,,,,POL-RECYCLED
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,3.1315,CA,CA7170090016,D018D019D022F002,F002,Spent halogenated solvents_ as specified,POL_ LUBRICATING PRODUCTS WITH HALOGENS
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,7.315,CA,CA7170090206,D001,D001,Ignitable waste,WASTE AVIATION FUEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,3.938,CA,CA7170090206,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),AVIATION FUEL AND TURBINE ENGINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.297,CA,CA7170090206,D001,D001,Ignitable waste,CITRUS CLEANER UN AND 1993 ( D-LIMONENE )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0305,CA,CA7170090206,D001,D001,Ignitable waste,ROOF CEMENT WITH PETROLEUM DISTILLATES
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.125,CA,CA7690390037,D001,D001,Ignitable waste,GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0145,CA,CA8170024261,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GASOLINE DIESEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.004,CA,CA8170024261,D005D006D008,TCMT,Mixture of D004-D011 waste code wastes (i.e._ toxicity characteristic metals) with D001-D003 waste code wastes,CADMIUM LEAD_ OIL_ WASTE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1455,CA,CA8170024261,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GASOLINE DIESEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0455,CA,CA8170024261,D005D006D008,TCMT,Mixture of D004-D011 waste code wastes (i.e._ toxicity characteristic metals) with D001-D003 waste code wastes,WASTE OIL CONTAMINATED WITH HEAVY METALS AND NA 3082
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,7.875,CA,CA8170090023,D005D006D008,TCMT,Mixture of D004-D011 waste code wastes (i.e._ toxicity characteristic metals) with D001-D003 waste code wastes,WASTE OIL CONTAMINATED WITH HEAVY METALS NA 3082 ( BARIUM AND CADMIUM )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,1.352,CA,CA8170090023,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND WASTE GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,4.2315,CA,CA8170090023,D001D005D006D008,TCMT,Mixture of D004-D011 waste code wastes (i.e._ toxicity characteristic metals) with D001-D003 waste code wastes,HYDRAULIC FLUID CONTAMINATED WITH PETROLEUM DISTILLATES AND METALS
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,6.1875,CA,CA8170090023,D005D006D008,TCMT,Mixture of D004-D011 waste code wastes (i.e._ toxicity characteristic metals) with D001-D003 waste code wastes,PETROLEUM OIL CONTAMINATED WITH METALS ( BARIUM AND CADMIUM )
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,0.6215,CA,CA8170090023,D006D008D039,DMIX,Mixture of D waste code wastes (i.e._ toxicity characteristic wastes) that is NOT included in the following groups:  D004?D011 combinations_ D012-D017 combinations_ D018-D043 combinations_ and D001-D003 combinations,POL MIXTURES FOR FUEL BLENDING ()1000 PPM HALOGENS)
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,0.802,CA,CA8170090023,D001D005D006D008,TCMT,Mixture of D004-D011 waste code wastes (i.e._ toxicity characteristic metals) with D001-D003 waste code wastes,HYDRAULIC FLUID
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,0.9505,CA,CA8170090023,D005D006D007D008D039,DMIX,Mixture of D waste code wastes (i.e._ toxicity characteristic wastes) that is NOT included in the following groups:  D004?D011 combinations_ D012-D017 combinations_ D018-D043 combinations_ and D001-D003 combinations,POL WITH METAL/ SOLVENT
2009,06,TX,TXD077603371,562211,WR,OFFSITE,W206,Waste oil,H061,0.015,CA,CA8180090617,D006D007D008,TCMT,Mixture of D004-D011 waste code wastes (i.e._ toxicity characteristic metals) with D001-D003 waste code wastes,WASTE OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,5.633145,CA,CA8890016126,,,,WASTE OIL
2009,09,CA,CA7170090016,92811,WR,OFFSITE,W206,Waste oil,H135,110.654,CA,CA9170023130,,,,USED OIL; OIL FUEL AND OIL CONTAMINATED WITH WATER AND IMPURTIES
2009,09,CA,CA7170090016,92811,WR,OFFSITE,W206,Waste oil,H135,2.25,CA,CA9170023130,D007,D007,Chromium waste,USED OIL; POL AND OIL CONTAMINATED WITH WATER AND IMPURITIES
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W204,Concentrated halogenated/non-halogenated solvent mixture,H061,0.888,CA,CA9170023130,D008D018D019D022D029D035F002,F002,Spent halogenated solvents_ as specified,LEAD_ SOLVENTS_ TETRACHLOROETHYLENE - USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3625,CA,CA9170023130,D001D008D018,DMIX,Mixture of D waste code wastes (i.e._ toxicity characteristic wastes) that is NOT included in the following groups:  D004?D011 combinations_ D012-D017 combinations_ D018-D043 combinations_ and D001-D003 combinations,WASTE GASOLINE
2009,04,TN,TND000772186,562211,GM,OFFSITE,W206,Waste oil,H061,3.7095,CA,CA9170023130,D005D006D007D008D018D019D022F002,F002,Spent halogenated solvents_ as specified,POL_ LUBRICATING PRODUCTS WITH HALOGENS. OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0355,CA,CA9170027271,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.096,CA,CA9570025149,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GASOLINE WITH WATER
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.842,CA,CA9570025149,D001,D001,Ignitable waste,WASTE FUEL OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.206,CA,CA9570025149,D001,D001,Ignitable waste,DIESEL FUEL
2009,06,TX,TXD055141378,562211,WR,OFFSITE,W206,Waste oil,H040,0.04,CA,CA9570025149,D001D035F003F005,F1_5,Mixture of F001-F005 waste code wastes (i.e._ mixture of spent halogenated and non-halogenated solvents),WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.15,CA,CA9690308730,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GASOLINE
2009,04,GA,GAD093380814,562211,WR,OFFSITE,W206,Waste oil,H061,0.16674,CA,CA9909333151,F002,F002,Spent halogenated solvents_ as specified,RQ HAZARDOUS WASTE_ LIQUID_ N.O.S. ( TRICHLOROTRIFLUOROETHANE / OIL )_ 9_ NA3082_ PGIII
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,4.0366372,CA,CAC000035709,,,,USED OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H039,0.0125,CA,CAC000152101,,,,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.4937508,CA,CAC001150208,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.9500663,CA,CAC001276240,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.8018613,CA,CAC002182085,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.117004,CA,CAC002182181,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.06,CA,CAC002317817,D001,D001,Ignitable waste,R.Q. WASTE FLAMMABLE LIQUID ( FLUX SOLUTION )
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.236342,CA,CAC002591390,,,,USED OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.12,CA,CAC002611094,,,,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.822928,CA,CAC002611356,,,,USED OIL
2009,09,CA,CAD980675276,562211,WR,OFFSITE,W206,Waste oil,H132,2.61,CA,CAC002616082,,,,NON RCRA HAZARDOUS WASTE SOLIDS
2009,06,TX,TXD077603371,562211,WR,OFFSITE,W206,Waste oil,H061,0.175,CA,CAC002630784,D006D007D008D018,DMIX,Mixture of D waste code wastes (i.e._ toxicity characteristic wastes) that is NOT included in the following groups:  D004?D011 combinations_ D012-D017 combinations_ D018-D043 combinations_ and D001-D003 combinations,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,2.5506867,CA,CAC002632106,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.2028069,CA,CAC002633085,,,,USED OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,1.147495,CA,CAC002634457,,,,WASTE OIL
2009,09,CA,CAD028409019,562211,GM,OFFSITE,W206,Waste oil,H061,0.542,CA,CAC002634567,D001D002,ICR,Mixture of D001-D003 waste code wastes (i.e._ ignitable_ corrosive_ or reactive waste),IGNITABLE SOLVENT/WASTE OIL USED IN ELECTRICAL STOP OPERATION
2009,09,CA,CAT000646117,562211,WR,OFFSITE,W206,Waste oil,H111,5,CA,CAC002634598,,,,METAL CONTAINING SLUDGE (NON RCRA)
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.6123208,CA,CAC002635663,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,3.2956121,CA,CAC002636868,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.1053036,CA,CAC002637644,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.4350648,CA,CAC002638061,D018,D018,Benzene waste,DIESEL_ GASOLINE_ WATER - SIMPLE GREEN
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.322145,CA,CAC002638127,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.4017137,CA,CAC002638178,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0708024,CA,CAC002638542,D001,D001,Ignitable waste,FLAMMABLE LIQUID
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.7566257,CA,CAC002638633,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.2106072,CA,CAC002638656,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0177006,CA,CAC002638672,D001,D001,Ignitable waste,FLAMMABLE LIQUID
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.4680159,CA,CAC002638690,,,,USED OIL
2009,10,WA,WAD991281767,562211,WR,OFFSITE,W206,Waste oil,H061,0.131355,CA,CAC002639113,D001,D001,Ignitable waste,DIESEL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.3900133,CA,CAC002639114,,,,USED OIL
2009,09,CA,CA7170090016,92811,WR,OFFSITE,W206,Waste oil,H135,23.45,CA,CAC002639202,,,,USED OIL; OIL FUEL AND OIL CONTAMINATED WITH WATER AND IMPURITIES
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.8580292,CA,CAC002639220,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0741025,CA,CAC002639570,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE FLAMMABLE LIQUID ( GASOLINE AND DIESEL )
